Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-08 00:00:00,11.2731,,
temp,2024-09-08 01:00:00,11.2009,,
temp,2024-09-08 02:00:00,11.1805,,
temp,2024-09-08 03:00:00,11.168,,
temp,2024-09-08 04:00:00,11.0619,,
temp,2024-09-08 05:00:00,10.9559,,
temp,2024-09-08 06:00:00,10.9805,,
temp,2024-09-08 07:00:00,10.9675,,
temp,2024-09-08 08:00:00,10.9545,,
temp,2024-09-08 09:00:00,10.929,,
temp,2024-09-08 10:00:00,10.9093,,
temp,2024-09-08 11:00:00,10.8847,,
temp,2024-09-08 12:00:00,10.8714,,
temp,2024-09-08 13:00:00,10.8885,,
temp,2024-09-08 14:00:00,10.9353,,
temp,2024-09-08 15:00:00,11.0068,,
temp,2024-09-08 16:00:00,11.063,,
temp,2024-09-08 17:00:00,11.2173,,
temp,2024-09-08 18:00:00,11.3151,,
temp,2024-09-08 19:00:00,11.462,,
temp,2024-09-08 20:00:00,11.4555,,
temp,2024-09-08 21:00:00,11.4229,,
temp,2024-09-08 22:00:00,11.3231,,
temp,2024-09-08 23:00:00,11.3165,,
