Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-20 00:00:00,12.0399,,
temp,2024-10-20 01:00:00,11.8837,,
temp,2024-10-20 02:00:00,11.8279,,
temp,2024-10-20 03:00:00,11.8281,,
temp,2024-10-20 04:00:00,11.7327,,
temp,2024-10-20 05:00:00,11.5614,,
temp,2024-10-20 06:00:00,11.3987,,
temp,2024-10-20 07:00:00,11.377,,
temp,2024-10-20 08:00:00,11.373,,
temp,2024-10-20 09:00:00,11.3453,,
temp,2024-10-20 10:00:00,11.3048,,
temp,2024-10-20 11:00:00,11.2569,,
temp,2024-10-20 12:00:00,11.2528,,
temp,2024-10-20 13:00:00,11.2735,,
temp,2024-10-20 14:00:00,11.291,,
temp,2024-10-20 15:00:00,11.3007,,
temp,2024-10-20 16:00:00,11.3034,,
temp,2024-10-20 17:00:00,11.317,,
temp,2024-10-20 18:00:00,11.3178,,
temp,2024-10-20 19:00:00,11.3045,,
temp,2024-10-20 20:00:00,11.3015,,
temp,2024-10-20 21:00:00,11.2948,,
temp,2024-10-20 22:00:00,11.2938,,
temp,2024-10-20 23:00:00,11.2871,,
