Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-19 00:00:00,10.4071,,
temp,2024-09-19 01:00:00,10.3915,,
temp,2024-09-19 02:00:00,10.3782,,
temp,2024-09-19 03:00:00,10.4535,,
temp,2024-09-19 04:00:00,10.4958,,
temp,2024-09-19 05:00:00,10.5573,,
temp,2024-09-19 06:00:00,10.5768,,
temp,2024-09-19 07:00:00,10.5774,,
temp,2024-09-19 08:00:00,10.58,,
temp,2024-09-19 09:00:00,10.5741,,
temp,2024-09-19 10:00:00,10.5802,,
temp,2024-09-19 11:00:00,10.6006,,
temp,2024-09-19 12:00:00,10.6625,,
temp,2024-09-19 13:00:00,10.7677,,
temp,2024-09-19 14:00:00,10.8064,,
temp,2024-09-19 15:00:00,10.6265,,
temp,2024-09-19 16:00:00,10.5137,,
temp,2024-09-19 17:00:00,10.5291,,
temp,2024-09-19 18:00:00,10.5346,,
temp,2024-09-19 19:00:00,10.5279,,
temp,2024-09-19 20:00:00,10.507,,
temp,2024-09-19 21:00:00,10.513,,
temp,2024-09-19 22:00:00,10.5333,,
temp,2024-09-19 23:00:00,10.5594,,
