Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-06 00:00:00,11.1604,,
temp,2024-09-06 01:00:00,11.1385,,
temp,2024-09-06 02:00:00,11.1217,,
temp,2024-09-06 03:00:00,11.0711,,
temp,2024-09-06 04:00:00,11.041,,
temp,2024-09-06 05:00:00,11.006,,
temp,2024-09-06 06:00:00,10.9966,,
temp,2024-09-06 07:00:00,10.9951,,
temp,2024-09-06 08:00:00,10.9864,,
temp,2024-09-06 09:00:00,10.983,,
temp,2024-09-06 10:00:00,10.9815,,
temp,2024-09-06 11:00:00,11.0423,,
temp,2024-09-06 12:00:00,11.0739,,
temp,2024-09-06 13:00:00,11.0971,,
temp,2024-09-06 14:00:00,11.0641,,
temp,2024-09-06 15:00:00,11.1485,,
temp,2024-09-06 16:00:00,11.2634,,
temp,2024-09-06 17:00:00,11.2772,,
temp,2024-09-06 18:00:00,11.3725,,
temp,2024-09-06 19:00:00,11.4243,,
temp,2024-09-06 20:00:00,11.4638,,
temp,2024-09-06 21:00:00,11.4935,,
temp,2024-09-06 22:00:00,11.4717,,
temp,2024-09-06 23:00:00,11.4251,,
