Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-02 00:00:00,11.762,,
temp,2024-10-02 01:00:00,11.6789,,
temp,2024-10-02 02:00:00,11.6343,,
temp,2024-10-02 03:00:00,11.477,,
temp,2024-10-02 04:00:00,11.3657,,
temp,2024-10-02 05:00:00,11.2679,,
temp,2024-10-02 06:00:00,11.2137,,
temp,2024-10-02 07:00:00,11.1656,,
temp,2024-10-02 08:00:00,11.1502,,
temp,2024-10-02 09:00:00,11.1632,,
temp,2024-10-02 10:00:00,11.216,,
temp,2024-10-02 11:00:00,11.2765,,
temp,2024-10-02 12:00:00,11.3104,,
temp,2024-10-02 13:00:00,11.3809,,
temp,2024-10-02 14:00:00,11.4351,,
temp,2024-10-02 15:00:00,11.5154,,
temp,2024-10-02 16:00:00,11.49,,
temp,2024-10-02 17:00:00,11.466,,
temp,2024-10-02 18:00:00,11.3973,,
temp,2024-10-02 19:00:00,11.3601,,
temp,2024-10-02 20:00:00,11.696,,
temp,2024-10-02 21:00:00,11.7603,,
temp,2024-10-02 22:00:00,11.7718,,
temp,2024-10-02 23:00:00,11.7284,,
