Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-08 00:00:00,12.043,,
temp,2024-10-08 01:00:00,11.8861,,
temp,2024-10-08 02:00:00,11.6945,,
temp,2024-10-08 03:00:00,11.8549,,
temp,2024-10-08 04:00:00,11.8386,,
temp,2024-10-08 05:00:00,11.6126,,
temp,2024-10-08 06:00:00,11.4417,,
temp,2024-10-08 07:00:00,11.3721,,
temp,2024-10-08 08:00:00,11.3114,,
temp,2024-10-08 09:00:00,11.2425,,
temp,2024-10-08 10:00:00,11.2353,,
temp,2024-10-08 11:00:00,11.2535,,
temp,2024-10-08 12:00:00,11.2969,,
temp,2024-10-08 13:00:00,11.2911,,
temp,2024-10-08 14:00:00,11.3118,,
temp,2024-10-08 15:00:00,11.3185,,
temp,2024-10-08 16:00:00,11.3273,,
temp,2024-10-08 17:00:00,11.3415,,
temp,2024-10-08 18:00:00,11.3344,,
temp,2024-10-08 19:00:00,11.3039,,
temp,2024-10-08 20:00:00,11.2846,,
temp,2024-10-08 21:00:00,11.2964,,
temp,2024-10-08 22:00:00,11.3078,,
temp,2024-10-08 23:00:00,11.2724,,
