Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-27 00:00:00,12.292,,
temp,2024-10-27 01:00:00,12.2146,,
temp,2024-10-27 02:00:00,12.3155,,
temp,2024-10-27 03:00:00,12.3526,,
temp,2024-10-27 04:00:00,12.3479,,
temp,2024-10-27 05:00:00,12.357,,
temp,2024-10-27 06:00:00,12.3284,,
temp,2024-10-27 07:00:00,12.3086,,
temp,2024-10-27 08:00:00,12.3137,,
temp,2024-10-27 09:00:00,12.3364,,
temp,2024-10-27 10:00:00,12.3866,,
temp,2024-10-27 11:00:00,12.4575,,
temp,2024-10-27 12:00:00,12.5524,,
temp,2024-10-27 13:00:00,12.6408,,
temp,2024-10-27 14:00:00,12.6997,,
temp,2024-10-27 15:00:00,12.8212,,
temp,2024-10-27 16:00:00,12.9087,,
temp,2024-10-27 17:00:00,12.9112,,
temp,2024-10-27 18:00:00,12.8678,,
temp,2024-10-27 19:00:00,12.8155,,
temp,2024-10-27 20:00:00,12.8507,,
temp,2024-10-27 21:00:00,12.9335,,
temp,2024-10-27 22:00:00,12.7563,,
temp,2024-10-27 23:00:00,12.6003,,
