Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-08-31 00:00:00,11.7451,,
temp,2024-08-31 01:00:00,11.6815,,
temp,2024-08-31 02:00:00,11.6522,,
temp,2024-08-31 03:00:00,11.5083,,
temp,2024-08-31 04:00:00,11.3908,,
temp,2024-08-31 05:00:00,11.3747,,
temp,2024-08-31 06:00:00,11.3598,,
temp,2024-08-31 07:00:00,11.3011,,
temp,2024-08-31 08:00:00,11.2451,,
temp,2024-08-31 09:00:00,11.1764,,
temp,2024-08-31 10:00:00,11.1278,,
temp,2024-08-31 11:00:00,11.0826,,
temp,2024-08-31 12:00:00,11.1324,,
temp,2024-08-31 13:00:00,11.1697,,
temp,2024-08-31 14:00:00,11.1668,,
temp,2024-08-31 15:00:00,11.2486,,
temp,2024-08-31 16:00:00,11.4118,,
temp,2024-08-31 17:00:00,11.5074,,
temp,2024-08-31 18:00:00,11.4296,,
temp,2024-08-31 19:00:00,11.4803,,
temp,2024-08-31 20:00:00,11.491,,
temp,2024-08-31 21:00:00,11.5412,,
temp,2024-08-31 22:00:00,11.4873,,
temp,2024-08-31 23:00:00,11.4445,,
