Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-19 00:00:00,12.2084,,
temp,2024-10-19 01:00:00,12.2184,,
temp,2024-10-19 02:00:00,12.1752,,
temp,2024-10-19 03:00:00,12.2086,,
temp,2024-10-19 04:00:00,12.2068,,
temp,2024-10-19 05:00:00,12.2037,,
temp,2024-10-19 06:00:00,12.1924,,
temp,2024-10-19 07:00:00,12.1849,,
temp,2024-10-19 08:00:00,12.1782,,
temp,2024-10-19 09:00:00,12.1295,,
temp,2024-10-19 10:00:00,12.1164,,
temp,2024-10-19 11:00:00,12.1979,,
temp,2024-10-19 12:00:00,12.2111,,
temp,2024-10-19 13:00:00,12.2872,,
temp,2024-10-19 14:00:00,12.5363,,
temp,2024-10-19 15:00:00,12.5855,,
temp,2024-10-19 16:00:00,12.4365,,
temp,2024-10-19 17:00:00,12.2011,,
temp,2024-10-19 18:00:00,12.0325,,
temp,2024-10-19 19:00:00,11.9304,,
temp,2024-10-19 20:00:00,11.943,,
temp,2024-10-19 21:00:00,11.9864,,
temp,2024-10-19 22:00:00,11.9986,,
temp,2024-10-19 23:00:00,12.0588,,
