Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-10 00:00:00,11.2371,,
temp,2024-09-10 01:00:00,11.4561,,
temp,2024-09-10 02:00:00,11.4232,,
temp,2024-09-10 03:00:00,11.5014,,
temp,2024-09-10 04:00:00,11.509,,
temp,2024-09-10 05:00:00,11.4795,,
temp,2024-09-10 06:00:00,11.4572,,
temp,2024-09-10 07:00:00,11.3117,,
temp,2024-09-10 08:00:00,11.1752,,
temp,2024-09-10 09:00:00,11.0943,,
temp,2024-09-10 10:00:00,11.0885,,
temp,2024-09-10 11:00:00,11.1737,,
temp,2024-09-10 12:00:00,11.2087,,
temp,2024-09-10 13:00:00,11.2753,,
temp,2024-09-10 14:00:00,11.4497,,
temp,2024-09-10 15:00:00,11.5815,,
temp,2024-09-10 16:00:00,11.6371,,
temp,2024-09-10 17:00:00,11.446,,
temp,2024-09-10 18:00:00,11.4014,,
temp,2024-09-10 19:00:00,11.345,,
temp,2024-09-10 20:00:00,11.3607,,
temp,2024-09-10 21:00:00,11.4209,,
temp,2024-09-10 22:00:00,11.4179,,
temp,2024-09-10 23:00:00,11.4221,,
