Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-05 00:00:00,11.5932,,
temp,2024-10-05 01:00:00,11.5736,,
temp,2024-10-05 02:00:00,11.5607,,
temp,2024-10-05 03:00:00,11.5375,,
temp,2024-10-05 04:00:00,11.5151,,
temp,2024-10-05 05:00:00,11.4799,,
temp,2024-10-05 06:00:00,11.56,,
temp,2024-10-05 07:00:00,11.6154,,
temp,2024-10-05 08:00:00,11.5935,,
temp,2024-10-05 09:00:00,11.6039,,
temp,2024-10-05 10:00:00,11.6325,,
temp,2024-10-05 11:00:00,11.5465,,
temp,2024-10-05 12:00:00,11.6381,,
temp,2024-10-05 13:00:00,11.7093,,
temp,2024-10-05 14:00:00,11.8056,,
temp,2024-10-05 15:00:00,11.9492,,
temp,2024-10-05 16:00:00,12.0365,,
temp,2024-10-05 17:00:00,12.1505,,
temp,2024-10-05 18:00:00,12.3877,,
temp,2024-10-05 19:00:00,12.396,,
temp,2024-10-05 20:00:00,12.3469,,
temp,2024-10-05 21:00:00,12.2517,,
temp,2024-10-05 22:00:00,12.118,,
temp,2024-10-05 23:00:00,12.0378,,
