Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-12 00:00:00,11.664,,
temp,2024-10-12 01:00:00,11.6584,,
temp,2024-10-12 02:00:00,11.6203,,
temp,2024-10-12 03:00:00,11.589,,
temp,2024-10-12 04:00:00,11.5598,,
temp,2024-10-12 05:00:00,11.5119,,
temp,2024-10-12 06:00:00,11.5569,,
temp,2024-10-12 07:00:00,11.569,,
temp,2024-10-12 08:00:00,11.6222,,
temp,2024-10-12 09:00:00,11.6519,,
temp,2024-10-12 10:00:00,11.7084,,
temp,2024-10-12 11:00:00,11.8392,,
temp,2024-10-12 12:00:00,11.8387,,
temp,2024-10-12 13:00:00,12.1703,,
temp,2024-10-12 14:00:00,12.362,,
temp,2024-10-12 15:00:00,12.4036,,
temp,2024-10-12 16:00:00,12.357,,
temp,2024-10-12 17:00:00,12.0773,,
temp,2024-10-12 18:00:00,11.9818,,
temp,2024-10-12 19:00:00,11.8962,,
temp,2024-10-12 20:00:00,11.7388,,
temp,2024-10-12 21:00:00,11.6,,
temp,2024-10-12 22:00:00,11.5034,,
temp,2024-10-12 23:00:00,11.4404,,
