Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-11 00:00:00,11.3818,,
temp,2024-09-11 01:00:00,11.3365,,
temp,2024-09-11 02:00:00,11.2919,,
temp,2024-09-11 03:00:00,11.2632,,
temp,2024-09-11 04:00:00,11.251,,
temp,2024-09-11 05:00:00,11.2355,,
temp,2024-09-11 06:00:00,11.2022,,
temp,2024-09-11 07:00:00,11.1169,,
temp,2024-09-11 08:00:00,10.9409,,
temp,2024-09-11 09:00:00,10.9189,,
temp,2024-09-11 10:00:00,10.9447,,
temp,2024-09-11 11:00:00,10.9808,,
temp,2024-09-11 12:00:00,11.0329,,
temp,2024-09-11 13:00:00,11.2982,,
temp,2024-09-11 14:00:00,11.3323,,
temp,2024-09-11 15:00:00,11.2822,,
temp,2024-09-11 16:00:00,11.278,,
temp,2024-09-11 17:00:00,11.1715,,
temp,2024-09-11 18:00:00,10.9484,,
temp,2024-09-11 19:00:00,10.8079,,
temp,2024-09-11 20:00:00,10.7813,,
temp,2024-09-11 21:00:00,10.7425,,
temp,2024-09-11 22:00:00,10.8949,,
temp,2024-09-11 23:00:00,10.8912,,
