Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-15 00:00:00,10.9538,,
temp,2024-10-15 01:00:00,10.9094,,
temp,2024-10-15 02:00:00,10.8639,,
temp,2024-10-15 03:00:00,10.8658,,
temp,2024-10-15 04:00:00,10.8907,,
temp,2024-10-15 05:00:00,10.8664,,
temp,2024-10-15 06:00:00,10.9387,,
temp,2024-10-15 07:00:00,10.9958,,
temp,2024-10-15 08:00:00,11.0455,,
temp,2024-10-15 09:00:00,11.0848,,
temp,2024-10-15 10:00:00,11.1699,,
temp,2024-10-15 11:00:00,11.265,,
temp,2024-10-15 12:00:00,11.4358,,
temp,2024-10-15 13:00:00,11.5297,,
temp,2024-10-15 14:00:00,11.6035,,
temp,2024-10-15 15:00:00,11.6865,,
temp,2024-10-15 16:00:00,11.7736,,
temp,2024-10-15 17:00:00,11.6189,,
temp,2024-10-15 18:00:00,11.4415,,
temp,2024-10-15 19:00:00,11.3863,,
temp,2024-10-15 20:00:00,11.2569,,
temp,2024-10-15 21:00:00,11.2441,,
temp,2024-10-15 22:00:00,11.2772,,
temp,2024-10-15 23:00:00,11.2545,,
