Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-10 00:00:00,11.3016,,
temp,2024-10-10 01:00:00,11.2574,,
temp,2024-10-10 02:00:00,11.2589,,
temp,2024-10-10 03:00:00,11.2637,,
temp,2024-10-10 04:00:00,11.3038,,
temp,2024-10-10 05:00:00,11.325,,
temp,2024-10-10 06:00:00,11.3284,,
temp,2024-10-10 07:00:00,11.3279,,
temp,2024-10-10 08:00:00,11.3276,,
temp,2024-10-10 09:00:00,11.3268,,
temp,2024-10-10 10:00:00,11.3514,,
temp,2024-10-10 11:00:00,11.4515,,
temp,2024-10-10 12:00:00,11.5083,,
temp,2024-10-10 13:00:00,11.5331,,
temp,2024-10-10 14:00:00,11.6132,,
temp,2024-10-10 15:00:00,11.742,,
temp,2024-10-10 16:00:00,11.8571,,
temp,2024-10-10 17:00:00,11.8837,,
temp,2024-10-10 18:00:00,11.8589,,
temp,2024-10-10 19:00:00,11.8411,,
temp,2024-10-10 20:00:00,11.8117,,
temp,2024-10-10 21:00:00,11.839,,
temp,2024-10-10 22:00:00,11.8276,,
temp,2024-10-10 23:00:00,11.7587,,
