Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-11 00:00:00,11.5721,,
temp,2024-10-11 01:00:00,11.5213,,
temp,2024-10-11 02:00:00,11.4881,,
temp,2024-10-11 03:00:00,11.4029,,
temp,2024-10-11 04:00:00,11.2559,,
temp,2024-10-11 05:00:00,11.2658,,
temp,2024-10-11 06:00:00,11.2422,,
temp,2024-10-11 07:00:00,11.2253,,
temp,2024-10-11 08:00:00,11.217,,
temp,2024-10-11 09:00:00,11.243,,
temp,2024-10-11 10:00:00,11.2664,,
temp,2024-10-11 11:00:00,11.296,,
temp,2024-10-11 12:00:00,11.4705,,
temp,2024-10-11 13:00:00,11.7429,,
temp,2024-10-11 14:00:00,11.8591,,
temp,2024-10-11 15:00:00,11.8363,,
temp,2024-10-11 16:00:00,11.8584,,
temp,2024-10-11 17:00:00,11.9521,,
temp,2024-10-11 18:00:00,11.9449,,
temp,2024-10-11 19:00:00,11.8743,,
temp,2024-10-11 20:00:00,11.7487,,
temp,2024-10-11 21:00:00,11.6995,,
temp,2024-10-11 22:00:00,11.6761,,
temp,2024-10-11 23:00:00,11.6507,,
