Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-07 00:00:00,11.1097,,
temp,2024-10-07 01:00:00,11.8817,,
temp,2024-10-07 02:00:00,11.8329,,
temp,2024-10-07 03:00:00,11.7402,,
temp,2024-10-07 04:00:00,11.6385,,
temp,2024-10-07 05:00:00,11.5765,,
temp,2024-10-07 06:00:00,11.6163,,
temp,2024-10-07 07:00:00,11.7714,,
temp,2024-10-07 08:00:00,11.8135,,
temp,2024-10-07 09:00:00,11.8221,,
temp,2024-10-07 10:00:00,11.8647,,
temp,2024-10-07 11:00:00,11.9774,,
temp,2024-10-07 12:00:00,12.1272,,
temp,2024-10-07 13:00:00,12.2231,,
temp,2024-10-07 14:00:00,12.2911,,
temp,2024-10-07 15:00:00,12.1505,,
temp,2024-10-07 16:00:00,12.1586,,
temp,2024-10-07 17:00:00,12.2016,,
temp,2024-10-07 18:00:00,12.2362,,
temp,2024-10-07 19:00:00,12.3995,,
temp,2024-10-07 20:00:00,12.571,,
temp,2024-10-07 21:00:00,12.6555,,
temp,2024-10-07 22:00:00,12.5685,,
temp,2024-10-07 23:00:00,12.3943,,
