Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-09-07 00:00:00,11.3299,,
temp,2024-09-07 01:00:00,11.2726,,
temp,2024-09-07 02:00:00,11.2682,,
temp,2024-09-07 03:00:00,11.218,,
temp,2024-09-07 04:00:00,11.1178,,
temp,2024-09-07 05:00:00,11.0653,,
temp,2024-09-07 06:00:00,11.0247,,
temp,2024-09-07 07:00:00,11.0075,,
temp,2024-09-07 08:00:00,10.9984,,
temp,2024-09-07 09:00:00,10.9966,,
temp,2024-09-07 10:00:00,10.9902,,
temp,2024-09-07 11:00:00,10.9734,,
temp,2024-09-07 12:00:00,10.9258,,
temp,2024-09-07 13:00:00,11.0,,
temp,2024-09-07 14:00:00,11.1722,,
temp,2024-09-07 15:00:00,11.3885,,
temp,2024-09-07 16:00:00,11.5179,,
temp,2024-09-07 17:00:00,11.6393,,
temp,2024-09-07 18:00:00,11.681,,
temp,2024-09-07 19:00:00,11.7224,,
temp,2024-09-07 20:00:00,11.5945,,
temp,2024-09-07 21:00:00,11.483,,
temp,2024-09-07 22:00:00,11.38,,
temp,2024-09-07 23:00:00,11.3682,,
