Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-08-30 00:00:00,11.4795,,
temp,2024-08-30 01:00:00,11.5427,,
temp,2024-08-30 02:00:00,11.3331,,
temp,2024-08-30 03:00:00,11.4183,,
temp,2024-08-30 04:00:00,11.4022,,
temp,2024-08-30 05:00:00,11.3667,,
temp,2024-08-30 06:00:00,11.3251,,
temp,2024-08-30 07:00:00,11.2216,,
temp,2024-08-30 08:00:00,11.3097,,
temp,2024-08-30 09:00:00,11.3073,,
temp,2024-08-30 10:00:00,11.2361,,
temp,2024-08-30 11:00:00,11.224,,
temp,2024-08-30 12:00:00,11.2442,,
temp,2024-08-30 13:00:00,11.2501,,
temp,2024-08-30 14:00:00,11.2426,,
temp,2024-08-30 15:00:00,11.277,,
temp,2024-08-30 16:00:00,11.3288,,
temp,2024-08-30 17:00:00,11.4127,,
temp,2024-08-30 18:00:00,11.5028,,
temp,2024-08-30 19:00:00,11.511,,
temp,2024-08-30 20:00:00,11.6154,,
temp,2024-08-30 21:00:00,11.8952,,
temp,2024-08-30 22:00:00,11.8345,,
temp,2024-08-30 23:00:00,11.7187,,
