Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-18 00:00:00,11.7095,,
temp,2024-10-18 01:00:00,11.6752,,
temp,2024-10-18 02:00:00,11.5912,,
temp,2024-10-18 03:00:00,11.5399,,
temp,2024-10-18 07:00:00,11.5875,,
temp,2024-10-18 08:00:00,11.598,,
temp,2024-10-18 09:00:00,11.6539,,
temp,2024-10-18 10:00:00,11.7606,,
temp,2024-10-18 11:00:00,11.925,,
temp,2024-10-18 12:00:00,11.9887,,
temp,2024-10-18 13:00:00,12.0518,,
temp,2024-10-18 14:00:00,12.0964,,
temp,2024-10-18 15:00:00,12.1153,,
temp,2024-10-18 16:00:00,12.189,,
temp,2024-10-18 17:00:00,12.2413,,
temp,2024-10-18 18:00:00,12.125,,
temp,2024-10-18 19:00:00,12.0527,,
temp,2024-10-18 20:00:00,12.038,,
temp,2024-10-18 21:00:00,11.9517,,
temp,2024-10-18 22:00:00,11.8369,,
temp,2024-10-18 23:00:00,12.0362,,
