Código de Sensor,Tiempo de Lectura,Dato,Nombre del Sensor,Unidad de Medición
temp,2024-10-16 00:00:00,11.2601,,
temp,2024-10-16 01:00:00,11.2704,,
temp,2024-10-16 02:00:00,11.252,,
temp,2024-10-16 03:00:00,11.264,,
temp,2024-10-16 04:00:00,11.3664,,
temp,2024-10-16 05:00:00,11.4268,,
temp,2024-10-16 06:00:00,11.4804,,
temp,2024-10-16 07:00:00,11.4258,,
temp,2024-10-16 08:00:00,11.3579,,
temp,2024-10-16 09:00:00,11.4356,,
temp,2024-10-16 10:00:00,11.6487,,
temp,2024-10-16 11:00:00,11.5305,,
temp,2024-10-16 12:00:00,11.4201,,
temp,2024-10-16 13:00:00,11.3327,,
temp,2024-10-16 14:00:00,11.3455,,
temp,2024-10-16 15:00:00,11.4611,,
temp,2024-10-16 16:00:00,11.5547,,
temp,2024-10-16 17:00:00,11.55,,
temp,2024-10-16 18:00:00,11.4059,,
temp,2024-10-16 19:00:00,11.4854,,
temp,2024-10-16 20:00:00,11.6453,,
temp,2024-10-16 21:00:00,11.5624,,
temp,2024-10-16 22:00:00,11.5564,,
temp,2024-10-16 23:00:00,11.6931,,
